Product Key,Order Date Key,Reseller Key,Employee Key,Promotion Key,Unit Price,Product Standard Cost,Total Product Cost,Sales Amount,Tax Amt,Freight
236,20191005,530,285,1,28.84,29.08,87.24,86.52,6.92,2.16
412,20191005,530,285,1,180.13,133.30,399.89,540.39,43.23,13.51
447,20191005,530,285,1,15.00,10.31,30.94,45.00,3.60,1.13
459,20191005,530,285,1,53.99,37.12,74.24,107.99,8.64,2.70
460,20191005,530,285,1,53.99,37.12,185.60,269.97,21.60,6.75
401,20191005,530,285,1,65.60,48.55,145.64,196.81,15.74,4.92
411,20191005,530,285,1,125.42,92.81,92.81,125.42,10.03,3.14
356,20191005,530,285,1,1242.85,1117.86,7824.99,8699.96,696.00,217.50
469,20191005,530,285,1,22.79,15.67,78.35,113.97,9.12,2.85
233,20191005,530,285,1,28.84,29.08,116.32,115.36,9.23,2.88
421,20191005,530,285,1,196.33,145.28,145.28,196.33,15.71,4.91
409,20191005,530,285,1,209.26,185.82,185.82,209.26,16.74,5.23
399,20191005,530,285,1,33.77,24.99,49.99,67.55,5.40,1.69
448,20191005,530,285,1,11.99,8.25,16.49,23.99,1.92,0.60
354,20191005,530,285,1,1242.85,1117.86,2235.71,2485.70,198.86,62.14
365,20191005,530,285,1,647.99,598.44,1196.87,1295.99,103.68,32.40
428,20191005,530,285,1,209.26,185.82,743.28,837.02,66.96,20.93
352,20191005,530,285,1,1242.85,1117.86,3353.57,3728.56,298.28,93.21
470,20191005,530,285,1,22.79,15.67,109.70,159.56,12.76,3.99
456,20191005,530,285,1,44.99,30.93,154.67,224.97,18.00,5.62
224,20191005,530,285,1,5.19,5.23,5.23,5.19,0.41,0.13
221,20191005,530,285,1,20.19,13.88,69.39,100.93,8.07,2.52
410,20191005,530,285,1,36.45,26.97,80.91,109.34,8.75,2.73
308,20191005,530,285,1,744.27,660.91,1321.83,1488.55,119.08,37.21
213,20191005,530,285,1,20.19,13.88,41.63,60.56,4.84,1.51
360,20191005,530,285,1,1229.46,1105.81,2211.62,2458.92,196.71,61.47
364,20191005,530,285,1,647.99,598.44,4189.05,4535.96,362.88,113.40
366,20191005,530,285,1,647.99,598.44,598.44,647.99,51.84,16.20
419,20191005,530,285,1,52.65,38.96,77.92,105.29,8.42,2.63
367,20191005,530,285,1,647.99,598.44,2992.18,3239.97,259.20,81.00
379,20191005,670,281,1,1308.94,1320.68,7924.10,7853.63,628.29,196.34
329,20191005,670,281,1,469.79,486.71,973.41,939.59,75.17,23.49
389,20191005,670,281,1,600.26,605.65,1816.95,1800.79,144.06,45.02
370,20191005,670,281,1,1466.01,1518.79,10631.50,10262.07,820.97,256.55
375,20191005,670,281,1,1308.94,1320.68,6603.42,6544.69,523.58,163.62
381,20191005,670,281,1,600.26,605.65,2422.60,2401.05,192.08,60.03
263,20191005,670,281,1,202.33,187.16,561.47,607.00,48.56,15.17
414,20191005,670,281,1,149.03,110.28,330.85,447.09,35.77,11.18
337,20191005,670,281,1,469.79,486.71,486.71,469.79,37.58,11.74
377,20191005,670,281,1,1308.94,1320.68,7924.10,7853.63,628.29,196.34
339,20191005,670,281,1,469.79,486.71,3406.95,3288.56,263.08,82.21
343,20191005,670,281,1,469.79,486.71,1460.12,1409.38,112.75,35.23
321,20191005,670,281,1,469.79,486.71,1946.83,1879.18,150.33,46.98
369,20191005,670,281,1,1466.01,1518.79,3037.57,2932.02,234.56,73.30
383,20191005,670,281,1,600.26,605.65,3028.25,3001.31,240.11,75.03
422,20191005,670,281,1,67.54,49.98,249.89,337.70,27.02,8.44
448,20191005,670,281,1,11.99,8.25,16.49,23.99,1.92,0.60
335,20191005,670,281,1,469.79,486.71,973.41,939.59,75.17,23.49
325,20191005,670,281,1,469.79,486.71,2920.24,2818.76,225.50,70.47
433,20191005,670,281,1,324.45,300.12,900.36,973.36,77.87,24.33
341,20191005,670,281,1,469.79,486.71,2433.53,2348.97,187.92,58.72
373,20191005,670,281,1,1308.94,1320.68,1320.68,1308.94,104.72,32.72
385,20191005,670,281,1,600.26,605.65,3633.90,3601.58,288.13,90.04
331,20191005,670,281,1,469.79,486.71,973.41,939.59,75.17,23.49
327,20191005,670,281,1,469.79,486.71,973.41,939.59,75.17,23.49
323,20191005,670,281,1,469.79,486.71,3406.95,3288.56,263.08,82.21
230,20191005,670,281,1,28.84,29.08,29.08,28.84,2.31,0.72
271,20191005,670,281,1,202.33,187.16,935.79,1011.66,80.93,25.29
387,20191005,670,281,1,600.26,605.65,3633.90,3601.58,288.13,90.04
368,20191005,670,281,1,1466.01,1518.79,6075.15,5864.04,469.12,146.60
415,20191005,670,281,1,198.04,146.55,586.19,792.14,63.37,19.80
371,20191005,670,281,1,1308.94,1320.68,6603.42,6544.69,523.58,163.62
333,20191005,670,281,1,469.79,486.71,1460.12,1409.38,112.75,35.23
286,20191005,670,281,1,183.94,170.14,1020.86,1103.63,88.29,27.59
447,20191005,670,281,1,15.00,10.31,20.63,30.00,2.40,0.75
343,20191005,41,287,1,469.79,486.71,973.41,939.59,75.17,23.49
323,20191005,41,287,1,469.79,486.71,486.71,469.79,37.58,11.74
458,20191005,41,287,1,44.99,30.93,61.87,89.99,7.20,2.25
325,20191005,41,287,1,469.79,486.71,486.71,469.79,37.58,11.74
333,20191005,41,287,1,469.79,486.71,2433.53,2348.97,187.92,58.72
327,20191005,41,287,1,469.79,486.71,1460.12,1409.38,112.75,35.23
422,20191005,41,287,1,67.54,49.98,149.94,202.62,16.21,5.07
233,20191005,41,287,1,28.84,29.08,87.24,86.52,6.92,2.16
233,20191005,480,284,1,28.84,29.08,145.40,144.20,11.54,3.61
456,20191005,480,284,1,44.99,30.93,30.93,44.99,3.60,1.12
333,20191005,480,284,1,469.79,486.71,486.71,469.79,37.58,11.74
433,20191005,480,284,1,324.45,300.12,900.36,973.36,77.87,24.33
343,20191005,480,284,1,469.79,486.71,1460.12,1409.38,112.75,35.23
422,20191005,480,284,1,67.54,49.98,49.98,67.54,5.40,1.69
458,20191005,480,284,1,44.99,30.93,61.87,89.99,7.20,2.25
325,20191005,480,284,1,469.79,486.71,486.71,469.79,37.58,11.74
323,20191005,480,284,1,469.79,486.71,486.71,469.79,37.58,11.74
329,20191005,480,284,1,469.79,486.71,973.41,939.59,75.17,23.49
224,20191005,480,284,1,5.19,5.23,10.46,10.37,0.83,0.26
327,20191005,480,284,1,469.79,486.71,2920.24,2818.76,225.50,70.47
370,20191005,491,287,1,1466.01,1518.79,1518.79,1466.01,117.28,36.65
383,20191005,491,287,1,600.26,605.65,605.65,600.26,48.02,15.01
407,20191005,491,287,1,65.60,48.55,48.55,65.60,5.25,1.64
331,20191005,203,287,1,469.79,486.71,973.41,939.59,75.17,23.49
224,20191005,203,287,1,5.19,5.23,10.46,10.37,0.83,0.26
216,20191005,203,287,1,20.19,13.88,55.51,80.75,6.46,2.02
385,20191005,203,287,1,600.26,605.65,605.65,600.26,48.02,15.01
321,20191005,203,287,1,469.79,486.71,973.41,939.59,75.17,23.49
265,20191005,203,287,1,202.33,187.16,374.31,404.66,32.37,10.12
447,20191005,203,287,1,15.00,10.31,51.56,75.00,6.00,1.88
273,20191005,203,287,1,202.33,187.16,748.63,809.33,64.75,20.23
373,20191005,203,287,1,1308.94,1320.68,5282.74,5235.75,418.86,130.89
230,20191005,203,287,1,28.84,29.08,87.24,86.52,6.92,2.16
379,20191005,203,287,1,1308.94,1320.68,6603.42,6544.69,523.58,163.62
458,20191005,203,287,1,44.99,30.93,61.87,89.99,7.20,2.25
415,20191005,203,287,1,198.04,146.55,439.64,594.11,47.53,14.85
221,20191005,203,287,1,20.19,13.88,41.63,60.56,4.84,1.51
325,20191005,203,287,1,469.79,486.71,1460.12,1409.38,112.75,35.23
327,20191005,203,287,1,469.79,486.71,1460.12,1409.38,112.75,35.23
464,20191005,203,287,1,14.13,9.71,29.14,42.39,3.39,1.06
414,20191005,203,287,1,149.03,110.28,220.57,298.06,23.85,7.45
323,20191005,203,287,1,469.79,486.71,1460.12,1409.38,112.75,35.23
343,20191005,203,287,1,469.79,486.71,486.71,469.79,37.58,11.74
377,20191005,203,287,1,1308.94,1320.68,2641.37,2617.88,209.43,65.45
337,20191005,203,287,1,469.79,486.71,486.71,469.79,37.58,11.74
433,20191005,203,287,1,324.45,300.12,600.24,648.91,51.91,16.22
448,20191005,203,287,1,11.99,8.25,8.25,11.99,0.96,0.30
453,20191005,203,287,1,35.99,24.75,74.24,107.98,8.64,2.70
435,20191005,203,287,1,324.45,300.12,600.24,648.91,51.91,16.22
371,20191005,203,287,1,1308.94,1320.68,2641.37,2617.88,209.43,65.45
389,20191005,203,287,1,600.26,605.65,1211.30,1200.53,96.04,30.01
236,20191005,203,287,1,28.84,29.08,29.08,28.84,2.31,0.72
456,20191005,203,287,1,44.99,30.93,92.80,134.98,10.80,3.37
335,20191005,203,287,1,469.79,486.71,486.71,469.79,37.58,11.74
271,20191005,203,287,1,202.33,187.16,187.16,202.33,16.19,5.06
417,20191005,203,287,1,324.45,300.12,900.36,973.36,77.87,24.33
387,20191005,203,287,1,600.26,605.65,2422.60,2401.05,192.08,60.03
422,20191005,203,287,1,67.54,49.98,149.94,202.62,16.21,5.07
339,20191005,203,287,1,469.79,486.71,973.41,939.59,75.17,23.49
233,20191005,203,287,1,28.84,29.08,174.48,173.04,13.84,4.33
333,20191005,203,287,1,469.79,486.71,486.71,469.79,37.58,11.74
459,20191005,203,287,1,53.99,37.12,74.24,107.99,8.64,2.70
329,20191005,203,287,1,469.79,486.71,1946.83,1879.18,150.33,46.98
369,20191005,203,287,1,1466.01,1518.79,3037.57,2932.02,234.56,73.30
286,20191005,203,287,1,183.94,170.14,510.43,551.81,44.15,13.80
460,20191005,203,287,1,53.99,37.12,148.48,215.98,17.28,5.40
263,20191005,203,287,1,202.33,187.16,187.16,202.33,16.19,5.06
213,20191005,203,287,1,20.19,13.88,41.63,60.56,4.84,1.51
381,20191005,203,287,1,600.26,605.65,1816.95,1800.79,144.06,45.02
435,20191005,242,285,1,324.45,300.12,300.12,324.45,25.96,8.11
448,20191005,594,283,1,11.99,8.25,41.23,59.97,4.80,1.50
362,20191005,594,283,1,1229.46,1105.81,9952.29,11065.13,885.21,276.63
399,20191005,594,283,1,33.77,24.99,74.98,101.32,8.11,2.53
412,20191005,594,283,1,180.13,133.30,133.30,180.13,14.41,4.50
236,20191005,594,283,1,28.84,29.08,116.32,115.36,9.23,2.88
468,20191005,594,283,1,22.79,15.67,47.01,68.38,5.47,1.71
216,20191005,594,283,1,20.19,13.88,41.63,60.56,4.84,1.51
358,20191005,594,283,1,1229.46,1105.81,7740.67,8606.21,688.50,215.16
460,20191005,594,283,1,53.99,37.12,111.36,161.98,12.96,4.05
420,20191005,594,283,1,141.62,104.80,314.39,424.85,33.99,10.62
421,20191005,594,283,1,196.33,145.28,1016.98,1374.30,109.94,34.36
366,20191005,594,283,1,647.99,598.44,2992.18,3239.97,259.20,81.00
352,20191005,594,283,1,1242.85,1117.86,8942.85,9942.81,795.43,248.57
365,20191005,594,283,1,647.99,598.44,4787.48,5183.95,414.72,129.60
308,20191005,594,283,1,744.27,660.91,1321.83,1488.55,119.08,37.21
409,20191005,594,283,1,209.26,185.82,743.28,837.02,66.96,20.93
364,20191005,594,283,1,647.99,598.44,3590.61,3887.96,311.04,97.20
419,20191005,594,283,1,52.65,38.96,38.96,52.65,4.21,1.32
367,20191005,594,283,1,647.99,598.44,3590.61,3887.96,311.04,97.20
469,20191005,594,283,3,20.89,15.67,266.41,337.45,27.00,8.44
427,20191005,594,283,1,209.26,185.82,1114.92,1255.54,100.44,31.39
224,20191005,594,283,1,5.19,5.23,10.46,10.37,0.83,0.26
354,20191005,594,283,1,1242.85,1117.86,5589.28,6214.26,497.14,155.36
297,20191005,594,283,1,736.15,653.70,1307.39,1472.29,117.78,36.81
470,20191005,594,283,4,19.00,15.67,485.80,529.96,42.40,13.25
356,20191005,594,283,1,1242.85,1117.86,10060.70,11185.67,894.85,279.64
428,20191005,594,283,1,209.26,185.82,557.46,627.77,50.22,15.69
411,20191005,594,283,1,125.42,92.81,649.65,877.91,70.23,21.95
410,20191005,594,283,1,36.45,26.97,134.85,182.24,14.58,4.56
401,20191005,594,283,1,65.60,48.55,97.09,131.20,10.50,3.28
233,20191005,594,283,1,28.84,29.08,87.24,86.52,6.92,2.16
459,20191005,594,283,1,53.99,37.12,37.12,53.99,4.32,1.35
456,20191005,594,283,1,44.99,30.93,61.87,89.99,7.20,2.25
458,20191005,594,283,1,44.99,30.93,92.80,134.98,10.80,3.37
360,20191005,594,283,1,1229.46,1105.81,5529.05,6147.29,491.78,153.68
230,20191005,594,283,1,28.84,29.08,58.16,57.68,4.61,1.44
221,20191005,594,283,1,20.19,13.88,27.76,40.37,3.23,1.01
213,20191005,594,283,1,20.19,13.88,13.88,20.19,1.61,0.50
464,20191005,594,283,1,14.13,9.71,38.85,56.52,4.52,1.41
453,20191005,594,283,1,35.99,24.75,148.48,215.96,17.28,5.40
447,20191005,594,283,1,15.00,10.31,30.94,45.00,3.60,1.13
343,20191005,290,289,1,469.79,486.71,3406.95,3288.56,263.08,82.21
286,20191005,290,289,1,183.94,170.14,680.57,735.75,58.86,18.39
454,20191005,290,289,1,35.99,24.75,98.98,143.98,11.52,3.60
373,20191005,290,289,1,1308.94,1320.68,7924.10,7853.63,628.29,196.34
271,20191005,290,289,1,202.33,187.16,935.79,1011.66,80.93,25.29
339,20191005,290,289,1,469.79,486.71,1460.12,1409.38,112.75,35.23
329,20191005,290,289,1,469.79,486.71,4867.07,4697.94,375.84,117.45
263,20191005,290,289,1,202.33,187.16,374.31,404.66,32.37,10.12
457,20191005,290,289,1,44.99,30.93,123.73,179.98,14.40,4.50
435,20191005,290,289,1,324.45,300.12,1800.71,1946.72,155.74,48.67
333,20191005,290,289,1,469.79,486.71,3893.65,3758.35,300.67,93.96
415,20191005,290,289,1,198.04,146.55,439.64,594.11,47.53,14.85
273,20191005,290,289,1,202.33,187.16,1122.94,1213.99,97.12,30.35
417,20191005,290,289,1,324.45,300.12,600.24,648.91,51.91,16.22
466,20191005,290,289,1,14.13,9.71,19.43,28.26,2.26,0.71
221,20191005,290,289,1,20.19,13.88,13.88,20.19,1.61,0.50
325,20191005,290,289,2,454.13,486.71,5840.48,5340.62,427.25,133.52
383,20191005,290,289,1,600.26,605.65,2422.60,2401.05,192.08,60.03
216,20191005,290,289,1,20.19,13.88,41.63,60.56,4.84,1.51
254,20191005,290,289,1,183.94,170.14,510.43,551.81,44.15,13.80
213,20191005,290,289,1,20.19,13.88,41.63,60.56,4.84,1.51
381,20191005,290,289,1,600.26,605.65,3028.25,3001.31,240.11,75.03
369,20191005,290,289,1,1466.01,1518.79,4556.36,4398.03,351.84,109.95
389,20191005,290,289,1,600.26,605.65,3028.25,3001.31,240.11,75.03
368,20191005,290,289,1,1466.01,1518.79,7593.93,7330.05,586.40,183.25
335,20191005,290,289,1,469.79,486.71,1946.83,1879.18,150.33,46.98
422,20191005,290,289,1,67.54,49.98,299.87,405.23,32.42,10.13
323,20191005,290,289,2,454.13,486.71,6327.19,5785.67,462.85,144.64
433,20191005,290,289,1,324.45,300.12,1500.59,1622.26,129.78,40.56
414,20191005,290,289,1,149.03,110.28,110.28,149.03,11.92,3.73
265,20191005,290,289,1,202.33,187.16,374.31,404.66,32.37,10.12
331,20191005,290,289,1,469.79,486.71,2920.24,2818.76,225.50,70.47
327,20191005,290,289,2,454.13,486.71,5840.48,5340.62,427.25,133.52
375,20191005,290,289,1,1308.94,1320.68,2641.37,2617.88,209.43,65.45
323,20191005,423,285,1,469.79,486.71,2920.24,2818.76,225.50,70.47
327,20191005,423,285,1,469.79,486.71,1460.12,1409.38,112.75,35.23
254,20191005,19,293,1,183.94,170.14,170.14,183.94,14.72,4.60
407,20191005,19,293,1,65.60,48.55,48.55,65.60,5.25,1.64
468,20191005,325,293,1,22.79,15.67,15.67,22.79,1.82,0.57
470,20191005,325,293,2,22.03,15.67,188.05,259.12,20.73,6.48
410,20191005,245,291,1,36.45,26.97,53.94,72.89,5.83,1.82
364,20191005,245,291,1,647.99,598.44,2393.74,2591.98,207.36,64.80
397,20191005,245,291,1,24.29,17.98,35.96,48.59,3.89,1.21
393,20191005,245,291,1,137.69,101.89,509.47,688.47,55.08,17.21
395,20191005,245,291,1,61.37,45.42,363.33,490.99,39.28,12.27
356,20191005,245,291,1,1242.85,1117.86,4471.42,4971.41,397.71,124.29
360,20191005,245,291,1,1229.46,1105.81,1105.81,1229.46,98.36,30.74
409,20191005,245,291,1,209.26,185.82,743.28,837.02,66.96,20.93
308,20191005,245,291,1,744.27,660.91,1982.74,2232.82,178.63,55.82
469,20191005,245,291,1,22.79,15.67,31.34,45.59,3.65,1.14
362,20191005,245,291,1,1229.46,1105.81,3317.43,3688.38,295.07,92.21
399,20191005,245,291,1,33.77,24.99,149.96,202.65,16.21,5.07
427,20191005,245,291,1,209.26,185.82,929.10,1046.28,83.70,26.16
366,20191005,245,291,1,647.99,598.44,4189.05,4535.96,362.88,113.40
428,20191005,245,291,2,202.28,185.82,2229.83,2378.82,190.31,59.47
421,20191005,245,291,1,196.33,145.28,726.42,981.65,78.53,24.54
396,20191005,245,291,1,74.84,55.38,55.38,74.84,5.99,1.87
354,20191005,245,291,1,1242.85,1117.86,3353.57,3728.56,298.28,93.21
294,20191005,245,291,1,744.27,660.91,1321.83,1488.55,119.08,37.21
297,20191005,245,291,1,736.15,653.70,2614.79,2944.58,235.57,73.61
367,20191005,245,291,1,647.99,598.44,4787.48,5183.95,414.72,129.60
365,20191005,245,291,1,647.99,598.44,2992.18,3239.97,259.20,81.00
420,20191005,245,291,1,141.62,104.80,523.98,708.08,56.65,17.70
358,20191005,245,291,1,1229.46,1105.81,7740.67,8606.21,688.50,215.16
305,20191005,245,291,1,736.15,653.70,3922.18,4416.87,353.35,110.42
470,20191005,245,291,2,22.03,15.67,219.39,302.31,24.18,7.56
352,20191005,245,291,1,1242.85,1117.86,2235.71,2485.70,198.86,62.14
362,20191005,506,286,1,1229.46,1105.81,2211.62,2458.92,196.71,61.47
470,20191005,506,286,4,19.00,15.67,438.79,478.67,38.29,11.97
420,20191005,506,286,1,141.62,104.80,209.59,283.23,22.66,7.08
448,20191005,506,286,1,11.99,8.25,57.72,83.96,6.72,2.10
409,20191005,506,286,1,209.26,185.82,557.46,627.77,50.22,15.69
458,20191005,506,286,1,44.99,30.93,185.60,269.96,21.60,6.75
460,20191005,506,286,1,53.99,37.12,37.12,53.99,4.32,1.35
410,20191005,506,286,1,36.45,26.97,53.94,72.89,5.83,1.82
221,20191005,506,286,1,20.19,13.88,41.63,60.56,4.84,1.51
366,20191005,506,286,1,647.99,598.44,5385.92,5831.95,466.56,145.80
354,20191005,506,286,1,1242.85,1117.86,5589.28,6214.26,497.14,155.36
358,20191005,506,286,1,1229.46,1105.81,1105.81,1229.46,98.36,30.74
419,20191005,506,286,1,52.65,38.96,77.92,105.29,8.42,2.63
233,20191005,506,286,1,28.84,29.08,203.56,201.88,16.15,5.05
308,20191005,506,286,1,744.27,660.91,1982.74,2232.82,178.63,55.82
216,20191005,506,286,1,20.19,13.88,27.76,40.37,3.23,1.01
224,20191005,506,286,1,5.19,5.23,26.15,25.93,2.07,0.65
365,20191005,506,286,2,626.39,598.44,6582.79,6752.53,540.20,168.81
230,20191005,506,286,1,28.84,29.08,116.32,115.36,9.23,2.88
401,20191005,506,286,1,65.60,48.55,242.73,328.01,26.24,8.20
469,20191005,506,286,2,22.03,15.67,219.39,302.31,24.18,7.56
352,20191005,506,286,1,1242.85,1117.86,4471.42,4971.41,397.71,124.29
411,20191005,506,286,1,125.42,92.81,371.23,501.66,40.13,12.54
356,20191005,506,286,1,1242.85,1117.86,5589.28,6214.26,497.14,155.36
297,20191005,506,286,1,736.15,653.70,1961.09,2208.44,176.67,55.21
367,20191005,506,286,1,647.99,598.44,1196.87,1295.99,103.68,32.40
453,20191005,506,286,1,35.99,24.75,123.73,179.97,14.40,4.50
468,20191005,506,286,1,22.79,15.67,94.03,136.76,10.94,3.42
213,20191005,506,286,1,20.19,13.88,69.39,100.93,8.07,2.52
456,20191005,506,286,1,44.99,30.93,61.87,89.99,7.20,2.25
427,20191005,506,286,1,209.26,185.82,743.28,837.02,66.96,20.93
399,20191005,506,286,1,33.77,24.99,99.97,135.10,10.81,3.38
464,20191005,506,286,1,14.13,9.71,48.57,70.64,5.65,1.77
421,20191005,506,286,1,196.33,145.28,726.42,981.65,78.53,24.54
428,20191005,506,286,1,209.26,185.82,371.64,418.51,33.48,10.46
364,20191005,506,286,1,647.99,598.44,2992.18,3239.97,259.20,81.00
360,20191005,380,289,1,1229.46,1105.81,2211.62,2458.92,196.71,61.47
352,20191005,380,289,1,1242.85,1117.86,1117.86,1242.85,99.43,31.07
233,20191005,380,289,1,28.84,29.08,29.08,28.84,2.31,0.72
468,20191005,380,289,1,22.79,15.67,31.34,45.59,3.65,1.14
224,20191005,380,289,1,5.19,5.23,5.23,5.19,0.41,0.13
470,20191005,380,289,1,22.79,15.67,94.03,136.76,10.94,3.42
458,20191005,380,289,1,44.99,30.93,123.73,179.98,14.40,4.50
358,20191005,380,289,1,1229.46,1105.81,1105.81,1229.46,98.36,30.74
469,20191005,380,289,1,22.79,15.67,31.34,45.59,3.65,1.14
469,20191005,184,281,1,22.79,15.67,94.03,136.76,10.94,3.42
354,20191005,184,281,1,1242.85,1117.86,2235.71,2485.70,198.86,62.14
458,20191005,184,281,2,43.49,30.93,340.27,468.87,37.51,11.72
448,20191005,184,281,1,11.99,8.25,57.72,83.96,6.72,2.10
236,20191005,184,281,1,28.84,29.08,145.40,144.20,11.54,3.61
358,20191005,184,281,1,1229.46,1105.81,6634.86,7376.75,590.14,184.42
393,20191005,184,281,1,137.69,101.89,101.89,137.69,11.02,3.44
421,20191005,184,281,1,196.33,145.28,290.57,392.66,31.41,9.82
399,20191005,184,281,1,33.77,24.99,74.98,101.32,8.11,2.53
230,20191005,184,281,1,28.84,29.08,58.16,57.68,4.61,1.44
366,20191005,184,281,1,647.99,598.44,1795.31,1943.98,155.52,48.60
352,20191005,184,281,1,1242.85,1117.86,1117.86,1242.85,99.43,31.07
428,20191005,184,281,1,209.26,185.82,371.64,418.51,33.48,10.46
396,20191005,184,281,1,74.84,55.38,221.52,299.35,23.95,7.48
294,20191005,184,281,1,744.27,660.91,1321.83,1488.55,119.08,37.21
224,20191005,184,281,1,5.19,5.23,41.84,41.49,3.32,1.04
456,20191005,184,281,1,44.99,30.93,185.60,269.96,21.60,6.75
360,20191005,184,281,1,1229.46,1105.81,7740.67,8606.21,688.50,215.16
409,20191005,184,281,1,209.26,185.82,371.64,418.51,33.48,10.46
216,20191005,184,281,1,20.19,13.88,69.39,100.93,8.07,2.52
410,20191005,184,281,1,36.45,26.97,80.91,109.34,8.75,2.73
447,20191005,184,281,1,15.00,10.31,20.63,30.00,2.40,0.75
213,20191005,184,281,1,20.19,13.88,97.15,141.31,11.30,3.53
308,20191005,184,281,1,744.27,660.91,1982.74,2232.82,178.63,55.82
462,20191005,184,281,1,14.13,9.71,58.28,84.77,6.78,2.12
427,20191005,184,281,1,209.26,185.82,557.46,627.77,50.22,15.69
365,20191005,184,281,1,647.99,598.44,1795.31,1943.98,155.52,48.60
367,20191005,184,281,1,647.99,598.44,1795.31,1943.98,155.52,48.60
221,20191005,184,281,3,18.50,13.88,208.17,263.69,21.09,6.59
453,20191005,184,281,1,35.99,24.75,24.75,35.99,2.88,0.90
297,20191005,184,281,1,736.15,653.70,1961.09,2208.44,176.67,55.21
459,20191005,184,281,1,53.99,37.12,37.12,53.99,4.32,1.35
305,20191005,184,281,1,736.15,653.70,653.70,736.15,58.89,18.40
233,20191005,184,281,1,28.84,29.08,58.16,57.68,4.61,1.44
464,20191005,184,281,1,14.13,9.71,68.00,98.90,7.91,2.47
460,20191005,184,281,1,53.99,37.12,296.97,431.95,34.56,10.80
325,20191005,698,282,1,469.79,486.71,1460.12,1409.38,112.75,35.23
323,20191005,698,282,1,469.79,486.71,1460.12,1409.38,112.75,35.23
329,20191005,698,282,1,469.79,486.71,973.41,939.59,75.17,23.49
327,20191005,698,282,1,469.79,486.71,1946.83,1879.18,150.33,46.98
422,20191005,698,282,1,67.54,49.98,99.96,135.08,10.81,3.38
343,20191005,698,282,1,469.79,486.71,973.41,939.59,75.17,23.49
468,20191005,183,281,1,22.79,15.67,31.34,45.59,3.65,1.14
470,20191005,183,281,1,22.79,15.67,141.04,205.15,16.41,5.13
469,20191005,183,281,1,22.79,15.67,62.68,91.18,7.29,2.28
358,20191005,183,281,1,1229.46,1105.81,3317.43,3688.38,295.07,92.21
221,20191005,229,292,1,20.19,13.88,13.88,20.19,1.61,0.50
433,20191005,229,292,1,324.45,300.12,600.24,648.91,51.91,16.22
367,20191005,442,291,1,647.99,598.44,1795.31,1943.98,155.52,48.60
421,20191005,442,291,1,196.33,145.28,581.13,785.32,62.83,19.63
427,20191005,442,291,1,209.26,185.82,743.28,837.02,66.96,20.93
466,20191005,442,291,1,14.13,9.71,19.43,28.26,2.26,0.71
352,20191005,442,291,1,1242.85,1117.86,6707.14,7457.11,596.57,186.43
360,20191005,442,291,1,1229.46,1105.81,4423.24,4917.84,393.43,122.95
461,20191005,442,291,1,53.99,37.12,334.09,485.95,38.88,12.15
216,20191005,442,291,1,20.19,13.88,83.27,121.12,9.69,3.03
294,20191005,442,291,1,744.27,660.91,1321.83,1488.55,119.08,37.21
236,20191005,442,291,1,28.84,29.08,29.08,28.84,2.31,0.72
364,20191005,442,291,1,647.99,598.44,598.44,647.99,51.84,16.20
445,20191005,442,291,1,35.99,24.75,123.73,179.97,14.40,4.50
399,20191005,442,291,1,33.77,24.99,124.97,168.87,13.51,4.22
233,20191005,442,291,1,28.84,29.08,232.65,230.72,18.46,5.77
460,20191005,442,291,1,53.99,37.12,111.36,161.98,12.96,4.05
396,20191005,442,291,1,74.84,55.38,55.38,74.84,5.99,1.87
391,20191005,442,291,1,88.93,65.81,131.62,177.86,14.23,4.45
454,20191005,442,291,1,35.99,24.75,98.98,143.98,11.52,3.60
221,20191005,442,291,3,18.50,13.88,208.17,263.69,21.09,6.59
365,20191005,442,291,1,647.99,598.44,1196.87,1295.99,103.68,32.40
447,20191005,442,291,1,15.00,10.31,10.31,15.00,1.20,0.38
453,20191005,442,291,1,35.99,24.75,49.49,71.99,5.76,1.80
395,20191005,442,291,1,61.37,45.42,272.50,368.24,29.46,9.21
457,20191005,442,291,1,44.99,30.93,61.87,89.99,7.20,2.25
410,20191005,442,291,1,36.45,26.97,53.94,72.89,5.83,1.82
358,20191005,442,291,1,1229.46,1105.81,2211.62,2458.92,196.71,61.47
428,20191005,442,291,1,209.26,185.82,743.28,837.02,66.96,20.93
448,20191005,442,291,1,11.99,8.25,41.23,59.97,4.80,1.50
409,20191005,442,291,1,209.26,185.82,743.28,837.02,66.96,20.93
464,20191005,442,291,1,14.13,9.71,29.14,42.39,3.39,1.06
297,20191005,442,291,1,736.15,653.70,1307.39,1472.29,117.78,36.81
354,20191005,442,291,1,1242.85,1117.86,3353.57,3728.56,298.28,93.21
224,20191005,442,291,1,5.19,5.23,41.84,41.49,3.32,1.04
308,20191005,442,291,1,744.27,660.91,660.91,744.27,59.54,18.61
397,20191005,442,291,1,24.29,17.98,17.98,24.29,1.94,0.61
362,20191005,442,291,1,1229.46,1105.81,1105.81,1229.46,98.36,30.74
289,20191005,442,291,1,744.27,660.91,660.91,744.27,59.54,18.61
458,20191005,442,291,2,43.49,30.93,371.20,511.49,40.92,12.79
456,20191005,442,291,2,43.49,30.93,340.27,468.87,37.51,11.72
213,20191005,442,291,1,20.19,13.88,83.27,121.12,9.69,3.03
